[Script Info]
; Script generated by Aegisub 3.2.2
; http://www.aegisub.org/
Title: animesubtitle.ir
ScriptType: v4.00+
WrapStyle: 0
PlayResX: 848
PlayResY: 480
ScaledBorderAndShadow: yes
YCbCr Matrix: TV.601

[Aegisub Project Garbage]
Last Style Storage: Default
Audio File: Spy x Family - 01.mkv
Video File: Spy x Family - 01.mkv
Video AR Mode: 4
Video AR Value: 1.777778
Video Zoom Percent: 0.500000
Scroll Position: 482
Active Line: 487
Video Position: 34223

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,2,10,10,28,1
Style: main,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,2,10,10,28,1
Style: top,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,8,10,10,28,1
Style: italics,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,2,10,10,28,1
Style: italicstop,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,8,0,0,28,1
Style: flashback,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,2,10,10,28,1
Style: flashback italics,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,2,10,10,28,1
Style: flashbacktop,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,8,0,0,28,1
Style: flashbackitalicstop,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,8,0,0,28,1
Style: sign_6041_79_OPERATION_STRIX,B Koodak,36,&H19FFFFFF,&H000000FF,&H7D000000,&H96000000,-1,0,0,0,100,100,0,0,1,2,1,1,30,30,20,1
Style: sign_14746_228_CHILDREARING,B Koodak,36,&H00222B2B,&H000000FF,&H00F4FCF6,&H00000000,-1,0,0,0,100,100,0,0,1,4,0,8,30,30,20,1

[Events]
Format: Layer, Start, End, Style, Name, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:02:00.14,0:02:01.61,main,Karen,0,0,0,,! روبرت
Dialogue: 0,0:02:01.90,0:02:05.59,italics,Twilight,0,0,0,,ببخشید ، کارن ، اما خانواده ات فایده ی\N بیشتری برای من ندارند
Dialogue: 0,0:02:06.23,0:02:08.61,italics,Twilight,0,0,0,,از امشب ، کارم با این ماسک که به عنوان \Nروبرت شناخته میشه هم تموم میشه
Dialogue: 0,0:02:09.36,0:02:11.85,italics,Twilight,0,0,0,,ازدواج ؟ خوشبختی مرسوم ؟
Dialogue: 0,0:02:11.85,0:02:16.71,italics,Twilight,0,0,0,,روزی که جاسوس شدم ، از شر اون آرزوها\N و همینطور هویتم خلاص شدم
Dialogue: 0,0:02:28.11,0:02:29.17,main,Contact,0,0,0,,میو
Dialogue: 0,0:02:29.17,0:02:30.66,italics,Twilight,0,0,0,,باید رمز سی باشه
Dialogue: 0,0:02:31.16,0:02:34.51,italics,Train Announcer,0,0,0,,قطار به مقصد برلین هم اکنون از خط 5 حرکت میکند
Dialogue: 0,0:02:37.05,0:02:40.51,italics,Chief,0,0,0,,روز بخیر ، یا شاید ، عصر بخیر ، گرگ و میش
Dialogue: 0,0:02:40.91,0:02:42.91,italics,Chief,0,0,0,,بابت ماموریت آخرت خسته نباشی
Dialogue: 0,0:02:43.25,0:02:47.52,italics,Chief,0,0,0,,به لطف تو ، وزیر یک روز دیگه برای \Nمنافع کشورمون زندگی کرد
Dialogue: 0,0:02:48.01,0:02:50.67,italics,Chief,0,0,0,,حالا ، ماموریت بعدیت رو برات دارم
Dialogue: 0,0:02:51.01,0:02:54.74,italics,Chief,0,0,0,,هدفت رهبر حزب وحدت ملی ، دونووان دزمونده
Dialogue: 0,0:02:55.13,0:02:58.02,italics,Chief,0,0,0,,اون یه تهدید بزرگ برای آتش بس بین شرق و غربه
Dialogue: 0,0:02:58.02,0:03:02.44,italics,Chief,0,0,0,,ماموریت تو نزدیک شدن به اون و کشف \Nهرگونه فعالیت فتنه جویانه است
Dialogue: 0,0:03:02.44,0:03:03.65,italics,Chief,0,0,0,,برای رسیدن به اون هدف
Dialogue: 0,0:03:03.65,0:03:05.64,italics,Chief,0,0,0,,ازدواج میکنی و بچه دار میشی
Dialogue: 0,0:03:06.89,0:03:07.86,main,Twilight,0,0,0,,!چی ؟
Dialogue: 0,0:03:07.86,0:03:11.63,italics,Chief,0,0,0,,دزموند یه مرد خیلی محتاطه که به ندرت\N در بین عموم مردم ظاهر میشه
Dialogue: 0,0:03:12.20,0:03:17.64,italics,Chief,0,0,0,,اون فقط توی گردهمایی های اجتماعی ای که توی مدرسه خصوصی \Nنخبگانی که پسرش در اون تحصیل میکنه شرکت میکنه
Dialogue: 0,0:03:18.01,0:03:21.68,italics,Chief,0,0,0,,این رویدادها یه دورهمی غیررسمی برای\N رهبران سیاسی و صنعتی رده بالاست
Dialogue: 0,0:03:22.22,0:03:25.19,italics,Chief,0,0,0,,تو بچه ات رو به این مدرسه می فرستی
Dialogue: 0,0:03:25.19,0:03:27.01,italics,Chief,0,0,0,,و به یکی از این دورهمی های اجتماعی نفوذ میکنی
Dialogue: 0,0:03:27.38,0:03:32.27,italics,Chief,0,0,0,,آخرین مهلت ثبت نام نزدیکه ، که یعنی یک \Nهفته وقت داری تا این نقشه رو اجرا بکنی
Dialogue: 0,0:03:32.58,0:03:34.57,main,Twilight,0,0,0,,!انتظار داری توی هفت روز یه بچه تولید کنم ؟
Dialogue: 0,0:03:37.35,0:03:38.37,main,Twilight,0,0,0,,ببخشید
Dialogue: 0,0:03:39.07,0:03:41.12,italics,Chief,0,0,0,,عملیات استریکس
Dialogue: 0,0:03:41.12,0:03:43.90,italics,Chief,0,0,0,,... این عملیات کلید حفظ صلح بین شرق و غرب
Dialogue: 0,0:03:43.90,0:03:45.53,italics,Chief,0,0,0,,و شاید دنیاست
Dialogue: 0,0:03:46.05,0:03:47.92,italics,Chief,0,0,0,,قهرمانی که هیچ سایه ای از خودش بجا نمیذاره
Dialogue: 0,0:03:47.92,0:03:51.07,italics,Chief,0,0,0,,کارهای بزرگی که تو و ماموران همکارت انجام می دید\N هرگز نور روز رو به خودشون نمی بینند
Dialogue: 0,0:03:51.33,0:03:54.53,italics,Chief,0,0,0,,هیچوقت هیچ مدالی بدست نمیارید و \Nنه به روزنامه ها راه پیدا می کنید
Dialogue: 0,0:03:54.53,0:03:55.58,italics,Chief,0,0,0,,... با اینحال
Dialogue: 0,0:03:55.82,0:03:58.32,italics,Chief,0,0,0,,هیچوقت فراموش نکنید که زندگی روزمره ی بقیه بخاطر
Dialogue: 0,0:03:58.32,0:03:59.85,italics,Chief,0,0,0,,خون ، عرق و اشکهای شما ممکن شده
Dialogue: 0,0:04:01.45,0:04:02.46,italics,Twilight,0,0,0,,بسیار خوب
Dialogue: 0,0:04:03.07,0:04:05.32,italics,Twilight,0,0,0,,وقتی تبدیل به گرگ و میش شدم \Nهویت خودم رو رها کردم
Dialogue: 0,0:04:05.75,0:04:08.13,italics,Twilight,0,0,0,,اگه لازم باشه نقش یه پدر بچه دار رو بازی میکنم
Dialogue: 0,0:04:08.71,0:04:11.13,italics,Twilight,0,0,0,,بخاطر یه دنیای بهتر
Dialogue: 0,0:04:11.13,0:04:15.86,Default,,0,0,0,,{\3c&HFFFFFF&\c&H211405&\pos(266.325,449.333)}ترجمه و زیرنویس \N❀❀Laleh❀❀\Nwww.AnimeSubtitle.ir
Dialogue: 0,0:04:11.93,0:04:15.85,sign_6041_79_OPERATION_STRIX,Sign,0,0,0,,{\an3\fad(947,1)\pos(787.075,381)}ماموریت : 1\Nعملیات استریکس
Dialogue: 0,0:04:15.85,0:04:18.82,main,Real estate agent,0,0,0,,این یکی از آپارتمانهای تک خانواده ی ماست
Dialogue: 0,0:04:18.82,0:04:21.41,main,Real estate agent,0,0,0,,واحد مبله است که شامل سیستم گرمایشی\N... و سرمایشی مرکزی میشه و
Dialogue: 0,0:04:21.41,0:04:22.86,main,Real estate agent,0,0,0,,ائـ ... قربان ؟
Dialogue: 0,0:04:22.86,0:04:26.52,italics,Loid,0,0,0,,هیچ دستگاه شنودی پیدا نشد و مسیرهای\N فرار مطمئن هم داره
Dialogue: 0,0:04:26.52,0:04:27.79,main,Loid,0,0,0,,اینجا رو میگیرم
Dialogue: 0,0:04:27.79,0:04:30.49,main,Real estate agent,0,0,0,,... پس فورجر-ساما ، اگه اینجا رو امضاء کنید
Dialogue: 0,0:04:32.54,0:04:34.75,italics,,0,0,0,,{\fs90\frz23.13\3c&H84754A&\pos(250.425,194.666)}لوید فورجر
Dialogue: 0,0:04:34.75,0:04:36.58,italics,,0,0,0,,{\fs90\frz23.13\3c&HFCFCFC&\pos(250.425,194.666)\c&H4E4D4D&}لوید فورجر
Dialogue: 0,0:04:30.91,0:04:34.29,italics,Loid,0,0,0,,لوید فورجر . شغل : روانپزشک
Dialogue: 0,0:04:34.29,0:04:36.59,italics,Loid,0,0,0,,این زندگی جدید منه
Dialogue: 0,0:04:37.03,0:04:39.83,italics,Loid,0,0,0,,با خانواده ای که دوستشون دارم و \N... یه زندگی خانوادگی شاد
Dialogue: 0,0:04:39.83,0:04:42.33,main,Real estate agent,0,0,0,,چه خوبه که شما و خانوادتون به یه\N خونه ی جدید اسباب کشی می کنید
Dialogue: 0,0:04:42.33,0:04:44.72,main,Real estate agent,0,0,0,,یه دختر دارید یا یه پسر ؟
Dialogue: 0,0:04:44.72,0:04:46.34,main,Loid,0,0,0,,... آه ، خوب
Dialogue: 0,0:04:46.34,0:04:47.60,main,Loid,0,0,0,,در اون مورد بزودی تصمیم میگیرم
Dialogue: 0,0:04:47.60,0:04:48.13,main,Real estate agent,0,0,0,,ها ؟
Dialogue: 0,0:04:48.48,0:04:51.29,italics,Loid,0,0,0,,عجب بار اضافه ای برای یه جاسوس
Dialogue: 0,0:04:53.86,0:04:56.51,main,Orphanage Director,0,0,0,,ها ؟ می خواهید یکی رو به فرزند خوندگی بگیرید ؟
Dialogue: 0,0:04:57.10,0:05:01.49,main,Loid,0,0,0,,بله ، شنیدم یتیم خونه ی شما دنبال داوطلب می گرده
Dialogue: 0,0:05:01.49,0:05:03.10,top,Loid,0,0,0,,... می دونید ، من و همسرم
Dialogue: 0,0:05:02.30,0:05:05.76,main,Orphanage Director,0,0,0,,آره حتماً ، هر کدوم رو که می خواهی بردار
Dialogue: 0,0:05:05.76,0:05:07.37,main,Orphanage Director,0,0,0,,بیا تو
Dialogue: 0,0:05:07.65,0:05:09.72,italics,Loid,0,0,0,,چه محیط وحشتناکی
Dialogue: 0,0:05:09.72,0:05:12.11,italics,Loid,0,0,0,,اما هر چقدر که موسسه مشکوکتر باشه
Dialogue: 0,0:05:12.11,0:05:14.20,italics,Loid,0,0,0,,احتمالش بیشتره که این بچه ها گذشته های \Nبغرنج تری داشته باشند
Dialogue: 0,0:05:14.20,0:05:16.33,italics,Loid,0,0,0,,پس اینجوری تغییر دادن داستانهاشون راحتتر میشه
Dialogue: 0,0:05:16.76,0:05:19.12,italics,Loid,0,0,0,,اگه یه بچه داشته باشم می تونم این \Nماموریت رو به نتیجه برسونم
Dialogue: 0,0:05:19.76,0:05:22.36,italics,Loid,0,0,0,,ترجیح می دادم خودم تنهایی انجامش بدم
Dialogue: 0,0:05:22.36,0:05:25.15,italics,Loid,0,0,0,,اما مهم نیست چه جاسوس ماهری باشم
Dialogue: 0,0:05:25.15,0:05:27.38,italics,Loid,0,0,0,,نمی تونم خودم رو جای یه بچه جا بزنم
Dialogue: 0,0:05:27.38,0:05:31.40,main,Loid,0,0,0,,می بخشید ، اگه ممکن باشه یه بچه ای \Nمی خوام که بتونه بخونه و بنویسه
Dialogue: 0,0:05:31.40,0:05:32.89,main,Orphanage Director,0,0,0,,... خوب ، در اون صورت
Dialogue: 0,0:05:32.89,0:05:34.54,main,Orphanage director,0,0,0,,هی ، آنیا
Dialogue: 0,0:05:34.54,0:05:36.26,main,Orphanage Director,0,0,0,,اون باهوشترین بچه ایه که داریم
Dialogue: 0,0:05:36.26,0:05:38.39,main,Orphanage Director,0,0,0,,خیلی حرف نمیزنه ، اما بچه ی خوبیه
Dialogue: 0,0:05:38.62,0:05:40.81,italics,Orphanage Director,0,0,0,,بچه ی عجیب و غریب و نفرت آوریه
Dialogue: 0,0:05:40.81,0:05:43.26,italics,Orphanage Director,0,0,0,,اگه بتونم هر چه زودتر از شرش \Nخلاص بشم ذوق مرگ میشم
Dialogue: 0,0:05:43.26,0:05:45.12,main,Orphanage Director,0,0,0,,بیا ، سلام کن
Dialogue: 0,0:05:45.45,0:05:47.29,main,Loid,0,0,0,,ائـ ... می بخشید
Dialogue: 0,0:05:48.38,0:05:51.27,italics,Loid,0,0,0,,اگه درست یادم بیاد ، کمترین سنی که دانش آموزان\N می تونند وارد کالج ایدن بشن شش ساله
Dialogue: 0,0:05:51.65,0:05:54.08,italics,Loid,0,0,0,,مطمئناً بزرگتر از چهار یا پنج سال بنظر نمیرسه
Dialogue: 0,0:05:54.08,0:05:54.80,main,Anya,0,0,0,,شش
Dialogue: 0,0:05:55.47,0:05:56.51,main,Anya,0,0,0,,! شش سالمه
Dialogue: 0,0:05:56.51,0:05:58.80,main,Orphanage Director,0,0,0,,تو شش سالته ؟
Dialogue: 0,0:05:59.11,0:06:01.17,italics,Loid,0,0,0,,... اما خیلی کوچولوئه
Dialogue: 0,0:06:04.60,0:06:06.79,italics,Loid,0,0,0,,همـ ؟ روزنامه ؟
Dialogue: 0,0:06:07.19,0:06:08.68,italics,Loid,0,0,0,,جدول کلمات متقاطع ؟
Dialogue: 0,0:06:08.68,0:06:11.00,italics,Loid,0,0,0,,اون احتمالاً برای یه بچه زیادی سخته
Dialogue: 0,0:06:11.80,0:06:14.78,italics,Loid,0,0,0,,البته برای من فقط بچه بازیه
Dialogue: 0,0:06:14.78,0:06:16.70,italics,Loid,0,0,0,,یک عمودی تعادل حیاتی
Dialogue: 0,0:06:16.70,0:06:18.73,italics,Loid,0,0,0,,یک افقی نتیجه ی سببی
Dialogue: 0,0:06:18.73,0:06:21.17,italics,Loid,0,0,0,,اونی که پایینشه میشه ، سیمپلکتومورفیسم
Dialogue: 0,0:06:25.61,0:06:27.53,italics,Loid,0,0,0,,تکمیلش کرد ؟ جدی ؟
Dialogue: 0,0:06:27.53,0:06:29.38,italics,Loid,0,0,0,,چه هوش باور نکردنی ای
Dialogue: 0,0:06:29.38,0:06:32.21,italics,Loid,0,0,0,,نباید هیچ مشکلی برای قبولی توی\N امتحان ورودی داشته باشه
Dialogue: 0,0:06:32.65,0:06:33.53,main,Loid,0,0,0,,اینو می برم
Dialogue: 0,0:06:34.02,0:06:35.29,main,Loid,0,0,0,,... در مورد کارهای اداریش
Dialogue: 0,0:06:35.29,0:06:38.28,main,Orphanage Director,0,0,0,,نگران اون موضوع نباش ، فقط زود باش ببرش
Dialogue: 0,0:06:38.28,0:06:39.93,italics,Loid,0,0,0,,ماموریتم برای داشتن یه بچه با موفقیت انجام شد
Dialogue: 0,0:06:39.93,0:06:42.14,italics,Loid,0,0,0,,همه چیز اونقدر داره خوب پیش میره که نگرانم میکنه
Dialogue: 0,0:06:42.14,0:06:43.63,main,Loid,0,0,0,,تو مشکلی با این موضوع نداری ؟
Dialogue: 0,0:06:44.00,0:06:46.24,italics,Anya,0,0,0,,... یه جاسوس ... ماموریت
Dialogue: 0,0:06:46.24,0:06:47.48,italics,Anya,0,0,0,,! خیلی هیجان انگیزه
Dialogue: 0,0:06:47.48,0:06:49.71,italics,Narrator,0,0,0,,این دختر کوچولو یه ذهن خوانه
Dialogue: 0,0:06:50.13,0:06:52.05,italics,Narrator,0,0,0,,موضوع آزمایش شماره ی 007
Dialogue: 0,0:06:52.41,0:06:55.12,italics,Narrator,0,0,0,,اون توانایی خوندن ذهن مردم رو داره
Dialogue: 0,0:06:55.50,0:06:58.53,italics,Narrator,0,0,0,,اون به شکل تصادفی توی یه آزمایش \Nتوسط یه تشکیلات خاص بوجود اومد
Dialogue: 0,0:06:58.53,0:07:00.50,italics,Narrator,0,0,0,,و بعد از تشکیلاتشون فرار کرد
Dialogue: 0,0:07:00.50,0:07:03.17,italics,Narrator,0,0,0,,اینطرف و اونطرف سرگردان بود و دنبال \Nیه نفر می گشت که ازش مراقبت بکنه
Dialogue: 0,0:07:03.53,0:07:04.72,main,Loid,0,0,0,,حالا گوش کن ، دختر کوچولو
Dialogue: 0,0:07:04.72,0:07:05.52,main,Anya,0,0,0,,آنیا
Dialogue: 0,0:07:05.52,0:07:06.97,main,Loid,0,0,0,,گوش کن ، آنیا
Dialogue: 0,0:07:06.97,0:07:09.03,main,Loid,0,0,0,,از امروز ، تو دختر منی
Dialogue: 0,0:07:09.03,0:07:12.18,main,Loid,0,0,0,,اما اگه کسی سوال کرد ، تو همیشه دختر من بودی
Dialogue: 0,0:07:12.18,0:07:12.95,main,Loid,0,0,0,,فهمیدی ؟
Dialogue: 0,0:07:12.95,0:07:13.66,main,Anya,0,0,0,,آره
Dialogue: 0,0:07:14.66,0:07:17.16,main,Loid,0,0,0,,حواست باشه منو پدر صدا بکنی
Dialogue: 0,0:07:17.39,0:07:18.24,main,Anya,0,0,0,,! بابا
Dialogue: 0,0:07:18.24,0:07:18.91,main,Loid,0,0,0,,خیلی خوب
Dialogue: 0,0:07:19.40,0:07:22.76,main,Neighbor,0,0,0,,اوه ، چه دختر کوچولوی نازی ، سلام
Dialogue: 0,0:07:22.76,0:07:24.55,main,Loid,0,0,0,,ما همین امروز به اینجا اسبابکشی کردیم\N فورجر هستیم
Dialogue: 0,0:07:24.55,0:07:27.18,main,Anya,0,0,0,,من خیلی وقته بچه ی بابام ، آنیا هستم
Dialogue: 0,0:07:28.17,0:07:29.62,italics,Loid,0,0,0,,اون لازم نبود
Dialogue: 0,0:07:29.62,0:07:31.68,main,Loid,0,0,0,,زود باش ، بیا بریم تو
Dialogue: 0,0:07:32.57,0:07:33.86,main,Anya,0,0,0,,این خونه ی آنیاست ؟
Dialogue: 0,0:07:33.86,0:07:34.73,main,Loid,0,0,0,,همینطوره
Dialogue: 0,0:07:34.73,0:07:35.94,main,Anya,0,0,0,,! یه تلویزیون
Dialogue: 0,0:07:36.67,0:07:38.03,main,Loid,0,0,0,,اگه دوست داری روشنش کن
Dialogue: 0,0:07:39.61,0:07:42.38,italicstop,TV Announcer,0,0,0,,{\3c&H000000&}! جنگ جاسوسی ، یه انیمه ی ماجراجویانه
Dialogue: 0,0:07:41.14,0:07:42.68,main,Anya,0,0,0,,این برنامه رو دوست دارم
Dialogue: 0,0:07:44.30,0:07:45.70,italics,Loid,0,0,0,,... بین این همه برنامه
Dialogue: 0,0:07:45.70,0:07:48.08,italicstop,Bondman,0,0,0,,{\3c&H000000&}یه اسلحه با صدا خفه کن ؟
Dialogue: 0,0:07:48.08,0:07:49.06,main,Anya,0,0,0,,خیلی هیجان انگیزه
Dialogue: 0,0:07:48.32,0:07:50.04,italicstop,Bondman,0,0,0,,{\3c&H000000&}! تو یه حرفه ای هستی
Dialogue: 0,0:07:49.56,0:07:52.10,italics,Loid,0,0,0,,اول ، باید هر چیزی که لازم داریم رو جمع کنم
Dialogue: 0,0:07:50.49,0:07:52.61,italicstop,Bondman,0,0,0,,{\3c&H000000&}اون بمب رو پس می گیرم
Dialogue: 0,0:07:52.10,0:07:54.58,italics,Loid,0,0,0,,و باید یه کارت شناسایی براش جعل بکنم
Dialogue: 0,0:07:52.61,0:07:55.68,italicstop,Bondman,0,0,0,,{\3c&H000000&}هر کسی که سر راه من قرار بگیره پشیمون میشه
